species_original_name,msw05_order,msw05_family,adultbodymass_g,gestationlen_d,littersize,homerange_km2,maxlongevity_m,populationdensity_n_km2,weaningage_d,trophiclevel,gr_midrangelat_dd,gr_midrangelong_dd,species_matched_name,open_tree_id,is_synonym
Crocidura thalia,Soricomorpha,Soricidae,,,,,,,,,8.58,37.2,Crocidura thalia,451547,False
Crocidura theresae,Soricomorpha,Soricidae,17.6,,,,,,,,10.02,-5.41,Crocidura theresae,41802,False
Crocidura thomensis,Soricomorpha,Soricidae,,,,,,,,,0.22,6.61,Crocidura thomensis,3614555,False
Crocidura trichura,Soricomorpha,Soricidae,,,,,,,,,-10.49,105.62,Crocidura trichura,3614520,False
Crocidura turba,Soricomorpha,Soricidae,14.49,,2.0,,,,,,-4.12,25.18,Crocidura turba,1084095,False
Crocidura ultima,Soricomorpha,Soricidae,16.0,,,,,,,,-0.18,36.29,Crocidura ultima,3614578,False
Crocidura usambarae,Soricomorpha,Soricidae,11.83,,1.99,,,,,,-4.53,38.24,Crocidura usambarae,3614544,False
Crocidura viaria,Soricomorpha,Soricidae,16.49,,3.49,,,,,,16.06,12.03,Crocidura viaria,1084089,False
Crocidura virgata,Soricomorpha,Soricidae,,,,,,,,,5.42,7.25,Crocidura virgata,3614509,False
Crocidura voi,Soricomorpha,Soricidae,,,,,,,,,5.47,20.67,Crocidura voi,3614536,False
Crocidura vorax,Soricomorpha,Soricidae,,,,,,,,,21.83,100.68,Crocidura vorax,3614507,False
Crocidura vosmaeri,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura vosmaeri,3614545,False
Crocidura watasei,Soricomorpha,Soricidae,,,,,,,,,27.29,128.68,Crocidura watasei,974853,False
Crocidura whitakeri,Soricomorpha,Soricidae,5.58,,,,,,,,31.11,-1.79,Crocidura whitakeri,3614523,False
Crocidura wimmeri,Soricomorpha,Soricidae,23.5,,,,,,,,5.33,-4.12,Crocidura wimmeri,3614527,False
Crocidura wuchihensis,Soricomorpha,Soricidae,,,,,,,,,,,Crocidura wuchihensis,486528,False
Crocidura xantippe,Soricomorpha,Soricidae,,,,,,,,,-3.83,38.16,Crocidura xantippe,3614541,False
Crocidura yankariensis,Soricomorpha,Soricidae,4.99,,,,,,,,7.31,26.44,Crocidura yankariensis,3614546,False
Crocidura zaphiri,Soricomorpha,Soricidae,,,,,,,,,6.55,36.95,Crocidura zaphiri,3614559,False
Crocidura zarudnyi,Soricomorpha,Soricidae,,,5.99,,,,,,30.39,65.65,Crocidura zarudnyi,834350,False
Crocidura zimmeri,Soricomorpha,Soricidae,14.49,,,,,,,,-8.96,26.09,Crocidura zimmeri,3614511,False
Crocidura zimmermanni,Soricomorpha,Soricidae,,,,,,,,,35.29,24.76,Crocidura zimmermanni,314774,False
Crocuta crocuta,Carnivora,Hyaenidae,63369.98,112.33,1.91,21.93,493.2,0.12,371.37,3.0,-5.14,16.93,Crocuta crocuta,397157,False
Crossarchus alexandri,Carnivora,Herpestidae,1503.4,,4.0,,,,,,-0.31,25.63,Crossarchus alexandri,858557,False
Crossarchus ansorgei,Carnivora,Herpestidae,700.0,,,,,,,2.0,-3.67,20.06,Crossarchus ansorgei,3613280,False
Crossarchus obscurus,Carnivora,Herpestidae,1395.09,70.0,4.29,,108.0,,29.23,2.0,6.82,-6.63,Crossarchus obscurus,1088410,False
Crossarchus platycephalus,Carnivora,Herpestidae,,,,,,,,,,,Crossarchus platycephalus,706189,False
Crossomys moncktoni,Rodentia,Muridae,168.42,,1.07,,,,,3.0,-7.31,144.98,Crossomys moncktoni,692529,False
Crunomys celebensis,Rodentia,Muridae,,,,,,,,,-1.32,120.08,Crunomys celebensis,3608741,False
Crunomys fallax,Rodentia,Muridae,,,,,,,,,16.71,122.17,Crunomys fallax,3608742,False
Crunomys melanius,Rodentia,Muridae,,,,,,,,,8.56,124.24,Crunomys melanius,631023,False
Crunomys suncoides,Rodentia,Muridae,,,,,,,,,,,Crunomys suncoides,631030,False
Cryptochloris wintoni,Afrosoricida,Chrysochloridae,,,,,,,,3.0,-29.24,16.87,Cryptochloris wintoni,702185,False
Cryptochloris zyli,Afrosoricida,Chrysochloridae,,,,,,,,3.0,-32.09,18.46,Cryptochloris zyli,3607176,False
Cryptomys amatus,Rodentia,Bathyergidae,76.74,95.0,,,,,,,,,Fukomys amatus,107128,True
Cryptomys anselli,Rodentia,Bathyergidae,85.59,,,,,,,,,,Fukomys anselli,927982,True
Cryptomys bocagei,Rodentia,Bathyergidae,93.84,,,,,,,,-13.1,19.9,Fukomys bocagei,257746,True
Cryptomys damarensis,Rodentia,Bathyergidae,112.2,83.55,3.0,0.01,,,18.02,1.0,-18.37,20.41,Fukomys damarensis,895549,True
Cryptomys darlingi,Rodentia,Bathyergidae,65.58,57.82,1.84,,,,27.28,,,,Fukomys darlingi,257739,True
Cryptomys foxi,Rodentia,Bathyergidae,,,,,,,,,9.89,8.96,Fukomys foxi,927967,True
Cryptomys hottentotus,Rodentia,Bathyergidae,75.13,84.99,2.48,0.001455832,,816.08,32.07,1.0,-19.22,26.68,Cryptomys hottentotus,118550,False
Cryptomys kafuensis,Rodentia,Bathyergidae,,,,,,,,,,,Fukomys kafuensis,927977,True
Cryptomys mechowi,Rodentia,Bathyergidae,271.54,104.0,2.6,,,,38.49,1.0,-12.09,23.92,Fukomys mechowii,107104,True
Cryptomys ochraceocinereus,Rodentia,Bathyergidae,200.0,,3.0,,,,,,4.7,21.42,Fukomys ochraceocinereus,927962,True
Cryptomys zechi,Rodentia,Bathyergidae,,,,,,,,,8.01,-0.16,Fukomys zechi,3609786,True
Cryptoprocta ferox,Carnivora,Eupleridae,9500.0,92.54,2.98,0.75,240.0,0.88,136.1,3.0,-18.96,46.85,Cryptoprocta ferox,768514,False
Cryptotis alticola,Soricomorpha,Soricidae,,,,,,,,,19.29,-101.31,Cryptotis alticolus,3614391,True
Cryptotis brachyonyx,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis brachyonyx,3614379,False
Cryptotis colombiana,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis colombiana,3614398,False
Cryptotis endersi,Soricomorpha,Soricidae,,,,,,,,,8.83,-82.16,Cryptotis endersi,3614376,False
Cryptotis equatoris,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis equatoris,3614397,False
Cryptotis goldmani,Soricomorpha,Soricidae,6.73,,,,,115.15,,,,,Cryptotis goldmani,638156,False
Cryptotis goodwini,Soricomorpha,Soricidae,7.0,,,,,,,,15.71,-91.28,Cryptotis goodwini,3614378,False
Cryptotis gracilis,Soricomorpha,Soricidae,,,,,,,,,9.58,-83.66,Cryptotis gracilis,181053,False
Cryptotis griseoventris,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis griseoventris,3614381,False
Cryptotis hondurensis,Soricomorpha,Soricidae,,,,,,,,,14.03,-87.15,Cryptotis hondurensis,3614385,False
Cryptotis magna,Soricomorpha,Soricidae,7.0,,2.99,,,,,,17.42,-96.4,Cryptotis magnus,638158,True
Cryptotis mayensis,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis mayensis,3614374,False
Cryptotis medellinia,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis medellinia,3614380,False
Cryptotis mera,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis mera,3614395,False
Cryptotis meridensis,Soricomorpha,Soricidae,12.63,,,,,104.61,,3.0,8.96,-69.84,Cryptotis meridensis,3614399,False
Cryptotis merriami,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis merriami,3614384,False
Cryptotis mexicana,Soricomorpha,Soricidae,7.0,,2.99,,,,,,18.65,-95.45,Cryptotis mexicanus,412409,True
Cryptotis montivaga,Soricomorpha,Soricidae,11.29,,,,,,,3.0,-3.85,-79.0,Cryptotis montivagus,3614392,True
Cryptotis nelsoni,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis nelsoni,997404,False
Cryptotis nigrescens,Soricomorpha,Soricidae,8.32,,,,,,,,,,Cryptotis nigrescens,248585,False
Cryptotis obscura,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis obscurus,3614390,True
Cryptotis orophila,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis orophilus,3614382,True
Cryptotis parva,Soricomorpha,Soricidae,4.97,21.99,4.55,0.001442322,21.0,493.99,20.34,2.0,30.07,-88.9,Cryptotis parvus,86246,True
Cryptotis peregrina,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis peregrinus,3614375,True
Cryptotis peruviensis,Soricomorpha,Soricidae,,,,,,,,3.0,,,Cryptotis peruviensis,3614396,False
Cryptotis phillipsii,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis phillipsii,3614393,False
Cryptotis squamipes,Soricomorpha,Soricidae,11.0,,,,,,,3.0,1.7,-77.25,Cryptotis squamipes,3614377,False
Cryptotis tamensis,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis tamensis,3614388,False
Cryptotis thomasi,Soricomorpha,Soricidae,11.77,,,,,,,3.0,3.72,-74.18,Cryptotis thomasi,3614386,False
Cryptotis tropicalis,Soricomorpha,Soricidae,,,,,,,,,,,Cryptotis tropicalis,3614383,False
Ctenodactylus gundi,Rodentia,Ctenodactylidae,288.41,65.96,2.0,,,,,,33.37,2.94,Ctenodactylus gundi,692686,False
Ctenodactylus vali,Rodentia,Ctenodactylidae,173.6,59.13,2.0,,60.0,,,1.0,32.63,6.03,Ctenodactylus vali,506987,False
Ctenomys argentinus,Rodentia,Ctenomyidae,221.3,,,,,,,1.0,-26.43,-59.44,Ctenomys argentinus,811146,False
Ctenomys australis,Rodentia,Ctenomyidae,403.32,,,,,,,1.0,-38.26,-59.7,Ctenomys australis,270436,False
Ctenomys azarae,Rodentia,Ctenomyidae,400.0,,,,,,,1.0,-37.44,-65.16,Ctenomys azarae,91869,False
Ctenomys bergi,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys bergi,811145,False
Ctenomys boliviensis,Rodentia,Ctenomyidae,462.6,,,,,,,1.0,-19.45,-56.88,Ctenomys boliviensis,173061,False
Ctenomys bonettoi,Rodentia,Ctenomyidae,202.3,,,,,,,1.0,-26.74,-59.56,Ctenomys bonettoi,612910,False
Ctenomys brasiliensis,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys brasiliensis,3609699,False
Ctenomys budini,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys budini,3609693,False
Ctenomys colburni,Rodentia,Ctenomyidae,400.0,,,,,,,1.0,-49.13,-71.22,Ctenomys colburni,685015,False
Ctenomys coludo,Rodentia,Ctenomyidae,,,,,,,,1.0,,,Ctenomys coludo,3609689,False
Ctenomys conoveri,Rodentia,Ctenomyidae,859.99,,,,,,,1.0,-21.26,-62.0,Ctenomys conoveri,350151,False
Ctenomys coyhaiquensis,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys coyhaiquensis,327705,False
Ctenomys dorbignyi,Rodentia,Ctenomyidae,,,,,,,,1.0,,,Ctenomys dorbignyi,461666,False
Ctenomys dorsalis,Rodentia,Ctenomyidae,165.6,,,,,,,1.0,-21.32,-61.07,Ctenomys dorsalis,3609697,False
Ctenomys emilianus,Rodentia,Ctenomyidae,285.29,,,,,,,1.0,-37.51,-70.32,Ctenomys emilianus,3609686,False
Ctenomys famosus,Rodentia,Ctenomyidae,,,,,,,,1.0,,,Ctenomys famosus,3609691,False
Ctenomys flamarioni,Rodentia,Ctenomyidae,,,,,,,,1.0,,,Ctenomys flamarioni,190305,False
Ctenomys fochi,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys fochi,3609704,False
Ctenomys fodax,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys fodax,685019,False
Ctenomys frater,Rodentia,Ctenomyidae,172.9,,,,,,,1.0,-19.59,-65.66,Ctenomys frater,350153,False
Ctenomys fulvus,Rodentia,Ctenomyidae,279.88,,,,,,,1.0,,,Ctenomys fulvus,270437,False
Ctenomys goodfellowi,Rodentia,Ctenomyidae,,,,,,,,,-16.93,-62.17,Ctenomys goodfellowi,350131,False
Ctenomys haigi,Rodentia,Ctenomyidae,164.0,,,3.29744e-05,,,,,-41.39,-70.67,Ctenomys haigi,350134,False
Ctenomys johannis,Rodentia,Ctenomyidae,,,,,,,,1.0,,,Ctenomys johannis,3609687,False
Ctenomys juris,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys juris,612909,False
Ctenomys knighti,Rodentia,Ctenomyidae,316.0,,,,,,,1.0,-27.49,-66.3,Ctenomys knighti,3609685,False
Ctenomys lami,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys lami,822911,False
Ctenomys latro,Rodentia,Ctenomyidae,192.0,,,,,,,1.0,-25.92,-65.05,Ctenomys latro,612914,False
Ctenomys leucodon,Rodentia,Ctenomyidae,243.6,,,,,,,1.0,-15.92,-69.4,Ctenomys leucodon,53887,False
Ctenomys lewisi,Rodentia,Ctenomyidae,117.2,,,,,,,1.0,-21.55,-65.07,Ctenomys lewisi,327467,False
Ctenomys magellanicus,Rodentia,Ctenomyidae,271.44,,,,,,,1.0,-48.96,-69.29,Ctenomys magellanicus,270426,False
Ctenomys maulinus,Rodentia,Ctenomyidae,215.0,,,,,,,1.0,-38.28,-71.4,Ctenomys maulinus,757314,False
Ctenomys mendocinus,Rodentia,Ctenomyidae,178.44,,,,,,,1.0,,,Ctenomys mendocinus,53929,False
Ctenomys minutus,Rodentia,Ctenomyidae,92.0,,,,,,,1.0,-18.08,-57.66,Ctenomys minutus,479796,False
Ctenomys occultus,Rodentia,Ctenomyidae,150.0,,,,,,,1.0,-27.32,-65.4,Ctenomys occultus,612912,False
Ctenomys opimus,Rodentia,Ctenomyidae,327.05,60.83,2.0,,,233.87,,1.0,-20.97,-68.22,Ctenomys opimus,53931,False
Ctenomys osvaldoreigi,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys osvaldoreigi,3609688,False
Ctenomys pearsoni,Rodentia,Ctenomyidae,212.0,,,,,,,1.0,-33.99,-55.92,Ctenomys pearsoni,396726,False
Ctenomys perrensi,Rodentia,Ctenomyidae,400.0,,,,,,,1.0,-29.18,-56.4,Ctenomys perrensi,822907,False
Ctenomys peruanus,Rodentia,Ctenomyidae,488.36,120.83,3.0,,,3720.24,,1.0,-15.83,-70.04,Ctenomys peruanus,3609695,False
Ctenomys pilarensis,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys pilarensis,236494,False
Ctenomys pontifex,Rodentia,Ctenomyidae,400.0,,,,,,,1.0,-33.74,-68.76,Ctenomys pontifex,3609684,False
Ctenomys porteousi,Rodentia,Ctenomyidae,192.4,,,,,,,1.0,-37.15,-62.59,Ctenomys porteousi,44562,False
Ctenomys pundti,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys pundti,612902,False
Ctenomys rionegrensis,Rodentia,Ctenomyidae,,,,,,,,1.0,-32.63,-58.56,Ctenomys rionegrensis,396723,False
Ctenomys roigi,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys roigi,236495,False
Ctenomys saltarius,Rodentia,Ctenomyidae,230.0,,,,,,,1.0,-24.53,-65.44,Ctenomys saltarius,822904,False
Ctenomys scagliai,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys scagliai,612906,False
Ctenomys sericeus,Rodentia,Ctenomyidae,400.0,,,,,,,1.0,-44.61,-68.33,Ctenomys sericeus,822901,False
Ctenomys sociabilis,Rodentia,Ctenomyidae,400.0,,,,,,,,-40.82,-70.95,Ctenomys sociabilis,504986,False
Ctenomys steinbachi,Rodentia,Ctenomyidae,384.99,,,,,,,1.0,-17.28,-63.31,Ctenomys steinbachi,925570,False
Ctenomys sylvanus,Rodentia,Ctenomyidae,,,,,,,,,-22.36,-64.17,Ctenomys sylvanus,3609703,False
Ctenomys talarum,Rodentia,Ctenomyidae,140.84,102.67,4.34,2.0373e-05,36.0,5187.48,34.8,1.0,-36.93,-60.4,Ctenomys talarum,672624,False
Ctenomys torquatus,Rodentia,Ctenomyidae,209.49,107.0,2.5,,,,,1.0,-31.08,-55.46,Ctenomys torquatus,396724,False
Ctenomys tuconax,Rodentia,Ctenomyidae,248.99,,,,,,,1.0,-27.16,-65.61,Ctenomys tuconax,612904,False
Ctenomys tucumanus,Rodentia,Ctenomyidae,217.0,,,,,,,1.0,-26.96,-65.36,Ctenomys tucumanus,612895,False
Ctenomys tulduco,Rodentia,Ctenomyidae,,,,,,,,1.0,,,Ctenomys tulduco,3609690,False
Ctenomys validus,Rodentia,Ctenomyidae,232.6,,,,,,,1.0,-33.37,-68.53,Ctenomys validus,3609700,False
Ctenomys viperinus,Rodentia,Ctenomyidae,,,,,,,,,,,Ctenomys viperinus,3609698,False
Ctenomys yolandae,Rodentia,Ctenomyidae,,,,,,,,1.0,,,Ctenomys yolandae,236496,False
Cuniculus paca,Rodentia,Cuniculidae,8172.55,116.24,1.01,,192.0,48.71,82.75,1.0,-3.86,-68.08,Cuniculus paca,296191,False
Cuniculus taczanowskii,Rodentia,Cuniculidae,8999.95,,1.0,,,,,1.0,-2.36,-74.54,Cuniculus taczanowskii,67355,False
Cuon alpinus,Carnivora,Canidae,15800.0,61.5,4.3,33.64,192.0,0.55,57.33,3.0,23.37,106.52,Cuon alpinus,313163,False
Cuscomys ashaninka,Rodentia,Abrocomidae,,,,,,,,,,,Cuscomys ashaninka,3609761,False
Cuscomys oblativa,Rodentia,Abrocomidae,,,,,,,,,,,Cuscomys oblativa,3609760,False
Cyclopes didactylus,Pilosa,Cyclopedidae,263.95,160.0,1.0,0.03,27.6,32.4,,3.0,2.82,-66.28,Cyclopes didactylus,675099,False
Cynictis penicillata,Carnivora,Herpestidae,694.41,56.83,2.15,1.89,182.4,,41.76,3.0,-25.71,22.04,Cynictis penicillata,363578,False
Cynocephalus volans,Dermoptera,Cynocephalidae,1250.0,62.57,1.0,0.07,,,198.5,1.0,9.07,124.17,Cynocephalus volans,781510,False
Cynogale bennettii,Carnivora,Viverridae,4246.57,,2.3,,60.0,,,2.0,1.05,108.08,Cynogale bennettii,126631,False
Cynomops abrasus,Chiroptera,Molossidae,35.39,,0.98,,,,,3.0,-10.15,-56.92,Cynomops abrasus,1014495,False
Cynomops greenhalli,Chiroptera,Molossidae,15.87,,0.99,,,,,3.0,1.02,-57.45,Cynomops greenhalli,3613954,False
Cynomops mexicanus,Chiroptera,Molossidae,,,,,,,,,13.62,-92.7,Cynomops mexicanus,3613953,False
Cynomops paranus,Chiroptera,Molossidae,12.16,,,,,,,,-8.43,-57.86,Cynomops paranus,300974,False
Cynomops planirostris,Chiroptera,Molossidae,12.84,,1.0,,,,,3.0,-8.43,-57.86,Cynomops planirostris,130215,False
Cynomys gunnisoni,Rodentia,Sciuridae,797.93,29.64,4.48,0.007188295,,669.1,36.65,2.0,36.36,-108.93,Cynomys gunnisoni,1005030,False
Cynomys leucurus,Rodentia,Sciuridae,963.76,30.39,5.4,0.05,,546.43,31.76,1.0,41.59,-108.53,Cynomys leucurus,934740,False
Cynomys ludovicianus,Rodentia,Sciuridae,797.05,33.46,4.43,0.001787394,102.0,1830.0,45.57,1.0,39.25,-104.8,Cynomys ludovicianus,580345,False
Cynomys mexicanus,Rodentia,Sciuridae,899.98,30.41,4.18,,,,46.35,1.0,24.79,-100.69,Cynomys mexicanus,934744,False
Cynomys parvidens,Rodentia,Sciuridae,899.98,,4.89,,,3824.99,,1.0,38.49,-112.24,Cynomys parvidens,934742,False
Cynopterus brachyotis,Chiroptera,Pteropodidae,33.87,117.06,0.99,,96.0,,48.99,1.0,11.73,100.48,Cynopterus brachyotis,113380,False
Cynopterus horsfieldii,Chiroptera,Pteropodidae,56.01,,,,,,,1.0,2.88,106.46,Cynopterus horsfieldii,509297,False
Cynopterus luzoniensis,Chiroptera,Pteropodidae,,,,,,,,,-1.97,121.99,Cynopterus luzoniensis,3613467,False
Cynopterus minutus,Chiroptera,Pteropodidae,26.45,,,,,,,,-0.87,110.21,Cynopterus minutus,3613469,False
Cynopterus nusatenggara,Chiroptera,Pteropodidae,,,,,,,,,-8.93,120.63,Cynopterus nusatenggara,285031,False
Cynopterus sphinx,Chiroptera,Pteropodidae,44.71,120.0,1.5,,,,32.49,1.0,13.63,93.45,Cynopterus sphinx,813031,False
Cynopterus titthaecheilus,Chiroptera,Pteropodidae,58.33,,1.0,,,,,,-2.35,111.24,Cynopterus titthaecheilus,1072696,False
Cystophora cristata,Carnivora,Phocidae,278896.81,334.58,1.0,,420.0,0.004822132,9.5,2.0,,,Cystophora cristata,132779,False
Cyttarops alecto,Chiroptera,Emballonuridae,5.3,,,,,,,,3.66,-65.92,Cyttarops alecto,599540,False
Dacnomys millardi,Rodentia,Muridae,,,,,,,,,24.99,99.42,Dacnomys millardi,1085685,False
Dactylomys boliviensis,Rodentia,Echimyidae,728.8,,,,,,,,-13.31,-68.97,Dactylomys boliviensis,885715,False
Dactylomys dactylinus,Rodentia,Echimyidae,649.98,,,0.001669342,,,,2.0,-6.7,-66.42,Dactylomys dactylinus,885713,False
Dactylomys peruanus,Rodentia,Echimyidae,382.0,,,,,,,,-12.79,-72.24,Dactylomys peruanus,439338,False
Dactylopsila megalura,Diprotodontia,Petauridae,,,,,,,,2.0,-4.55,138.84,Dactylopsila megalura,3606956,False
Dactylopsila palpator,Diprotodontia,Petauridae,369.87,,1.02,,,,,2.0,-5.61,141.73,Dactylopsila palpator,837438,False
Dactylopsila tatei,Diprotodontia,Petauridae,252.0,,,,,,,2.0,-9.42,150.53,Dactylopsila tatei,3606957,False
Dactylopsila trivirgata,Diprotodontia,Petauridae,413.41,,1.54,0.09,115.0,4.0,,2.0,-9.5,140.54,Dactylopsila trivirgata,852211,False
Dama dama,Artiodactyla,Cervidae,57224.61,230.0,1.0,0.71,300.0,21.99,177.63,1.0,48.26,12.09,Dama dama,906310,False
Damaliscus korrigum,Artiodactyla,Bovidae,127194.87,,,,150.96,3.29,,,2.59,22.66,Damaliscus lunatus korrigum,540240,True
Damaliscus lunatus,Artiodactyla,Bovidae,136000.33,238.0,0.98,,216.0,2.74,,1.0,-16.46,24.85,Damaliscus lunatus,19010,False
Damaliscus pygargus,Artiodactyla,Bovidae,77784.55,240.54,1.41,,260.04,24.56,121.66,,-29.5,25.24,Damaliscus pygargus,540238,False
Damaliscus superstes,Artiodactyla,Bovidae,,,,,,,,,,,Damaliscus superstes,3611708,False
Dasycercus cristicauda,Dasyuromorphia,Dasyuridae,99.54,38.99,6.5,,84.0,,105.85,3.0,-25.02,127.2,Dasycercus cristicauda,379199,False
Dasykaluta rosamondae,Dasyuromorphia,Dasyuridae,32.17,49.69,6.64,,36.0,,113.0,,-22.58,118.79,Dasykaluta rosamondae,515017,False
Dasymys alleni,Rodentia,Muridae,,,,,,,,,,,Dasymys alleni,3608669,False
Dasymys cabrali,Rodentia,Muridae,,,,,,,,,,,Dasymys cabrali,3608664,False
Dasymys foxi,Rodentia,Muridae,,,,,,,,,9.58,9.03,Dasymys foxi,3608665,False
Dasymys incomtus,Rodentia,Muridae,127.75,,2.67,,,1718.4,30.0,,,,Dasymys incomtus,856138,False
Dasypus septemcinctus,Cingulata,Dasypodidae,1526.64,120.0,5.99,,,,,2.0,-15.07,-52.33,Dasypus septemcinctus,4119195,False
Dasypus yepesi,Cingulata,Dasypodidae,,,,,,,,2.0,,,Dasypus yepesi,4119192,False
Dasyuroides byrnei,Dasyuromorphia,Dasyuridae,109.47,32.49,5.14,,84.0,,118.11,3.0,-26.08,140.94,Dasyuroides byrnei,379189,False
Dasyurus albopunctatus,Dasyuromorphia,Dasyuridae,603.48,19.29,6.19,,36.0,,97.65,2.0,-5.69,141.78,Dasyurus albopunctatus,379186,False
Dasyurus geoffroii,Dasyuromorphia,Dasyuridae,1106.62,17.66,5.47,2.73,60.0,2.3,154.12,3.0,-33.17,118.37,Dasyurus geoffroii,820109,False
Dasyurus hallucatus,Dasyuromorphia,Dasyuridae,470.92,,6.39,0.02,34.8,16.24,141.89,,-18.0,133.98,Dasyurus hallucatus,74731,False
Dasyurus maculatus,Dasyuromorphia,Dasyuridae,3284.15,21.0,4.47,1.36,60.0,3.49,134.99,2.0,-28.9,147.28,Dasyurus maculatus,74729,False
Dasyurus spartacus,Dasyuromorphia,Dasyuridae,885.67,19.12,6.78,,,,97.65,2.0,-8.93,141.57,Dasyurus spartacus,379193,False
Dasyurus viverrinus,Dasyuromorphia,Dasyuridae,1101.49,20.5,4.7,0.33,81.6,19.0,156.6,2.0,-41.61,146.15,Dasyurus viverrinus,393372,False
Daubentonia madagascariensis,Primates,Daubentoniidae,2731.37,166.48,1.01,0.06,291.6,39.79,197.7,2.0,-18.79,47.2,Daubentonia madagascariensis,50727,False
Delanymys brooksi,Rodentia,Nesomyidae,4.99,,3.19,,24.0,872.48,,,-1.73,28.96,Delanymys brooksi,3610305,False
Eptesicus japonensis,Chiroptera,Vespertilionidae,,,,,,,,,36.07,138.22,Eptesicus japonensis,3613783,False
Dipodillus rupicola,Rodentia,Muridae,,,,,,,,,,,Dipodillus rupicola,3608918,False
Dipodillus simoni,Rodentia,Muridae,17.4,25.54,4.68,,,,,,31.07,19.89,Dipodillus simoni,809723,False
Dipodillus somalicus,Rodentia,Muridae,,,,,,,,,9.91,45.46,Dipodillus somalicus,3608913,False
Dipodillus stigmonyx,Rodentia,Muridae,,,,,,,,,14.81,29.03,Dipodillus stigmonyx,3608915,False
Dipodillus zakariai,Rodentia,Muridae,,,,,,,,,,,Dipodillus zakariai,3608914,False
Dipodomys agilis,Rodentia,Heteromyidae,60.21,,2.6,0.002396454,,687.9,,,34.64,-118.21,Dipodomys agilis,734898,False
Dipodomys californicus,Rodentia,Heteromyidae,84.95,,2.6,,,,,1.0,40.25,-122.05,Dipodomys californicus,342246,False
Dipodomys compactus,Rodentia,Heteromyidae,49.25,,1.94,,,,,,27.83,-98.28,Dipodomys compactus,844926,False
Dipodomys deserti,Rodentia,Heteromyidae,107.63,30.5,3.36,,,160.5,24.17,1.0,34.87,-115.68,Dipodomys deserti,921967,False
Dipodomys elator,Rodentia,Heteromyidae,105.82,,2.91,0.00073307,,1284.37,,2.0,33.89,-98.94,Dipodomys elator,241216,False
Dipodomys gravipes,Rodentia,Heteromyidae,83.96,,,,,,,,30.47,-115.92,Dipodomys gravipes,666006,False
Dipodomys heermanni,Rodentia,Heteromyidae,63.08,30.99,3.11,,28.8,1160.33,25.9,2.0,36.65,-120.54,Dipodomys heermanni,342226,False
Dipodomys ingens,Rodentia,Heteromyidae,113.61,,4.77,0.000314541,,3868.35,,2.0,35.87,-120.03,Dipodomys ingens,669947,False
Dipodomys merriami,Rodentia,Heteromyidae,37.91,30.77,2.39,0.001745298,24.0,373.61,20.42,1.0,30.82,-108.63,Dipodomys merriami,37456,False
Dipodomys microps,Rodentia,Heteromyidae,56.26,30.99,2.37,0.03,,1160.36,21.0,2.0,38.81,-116.2,Dipodomys microps,37449,False
Dipodomys nelsoni,Rodentia,Heteromyidae,87.93,,1.94,,,373.61,,1.0,26.43,-102.78,Dipodomys nelsoni,241218,False
Dipodomys nitratoides,Rodentia,Heteromyidae,41.59,32.89,2.14,,,,22.37,1.0,35.89,-119.78,Dipodomys nitratoides,666010,False
Dipodomys ordii,Rodentia,Heteromyidae,50.4,29.69,2.95,0.004440926,117.6,297.0,,2.0,34.94,-109.2,Dipodomys ordii,917328,False
Dipodomys panamintinus,Rodentia,Heteromyidae,73.67,29.44,3.78,0.003884943,,,27.89,,37.0,-117.65,Dipodomys panamintinus,342222,False
Dipodomys phillipsii,Rodentia,Heteromyidae,41.0,,2.59,,,,,1.0,21.42,-100.9,Dipodomys phillipsii,241220,False
Dipodomys simulans,Rodentia,Heteromyidae,,,,,,,,,29.58,-115.35,Dipodomys simulans,320775,False
