canonical_taxon_id,species,order,family,genus,adult_body_mass_g,gestation_length_d,litter_size,weaning_age_d,home_range_km2,trophic_level,max_longevity_m
ochrotomys_nuttalli,Ochrotomys nuttalli,Rodentia,Cricetidae,Ochrotomys,22.81,29.1,2.62,20.84,0.003362546,2.0,30.0
octodon_bridgesi,Octodon bridgesi,Rodentia,Octodontidae,Octodon,162.25,,,,,1.0,
octodon_degus,Octodon degus,Rodentia,Octodontidae,Octodon,203.27,90.59,5.31,31.12,,2.0,85.2
octodon_lunatus,Octodon lunatus,Rodentia,Octodontidae,Octodon,200.55,,,,,1.0,
octodontomys_gliroides,Octodontomys gliroides,Rodentia,Octodontidae,Octodontomys,155.77,104.5,2.04,,,1.0,88.0
octomys_mimax,Octomys mimax,Rodentia,Octodontidae,Octomys,124.43,,,,,1.0,
odocoileus_hemionus,Odocoileus hemionus,Artiodactyla,Cervidae,Odocoileus,84560.57,203.49,1.61,73.49,2.01,1.0,264.0
odocoileus_virginianus,Odocoileus virginianus,Artiodactyla,Cervidae,Odocoileus,75901.25,201.39,1.57,79.92,1.99,1.0,276.0
oecomys_bicolor,Oecomys bicolor,Rodentia,Cricetidae,Oecomys,40.74,,3.15,,,1.0,
oecomys_cleberi,Oecomys cleberi,Rodentia,Cricetidae,Oecomys,73.4,,,,,,
oecomys_concolor,Oecomys concolor,Rodentia,Cricetidae,Oecomys,46.33,,2.95,,,,
oecomys_flavicans,Oecomys flavicans,Rodentia,Cricetidae,Oecomys,73.4,,,,,,
oecomys_mamorae,Oecomys mamorae,Rodentia,Cricetidae,Oecomys,62.5,,,,,,
oecomys_phaeotis,Oecomys phaeotis,Rodentia,Cricetidae,Oecomys,73.4,,,,,,
oecomys_rex,Oecomys rex,Rodentia,Cricetidae,Oecomys,73.4,,,,,,
oecomys_roberti,Oecomys roberti,Rodentia,Cricetidae,Oecomys,73.4,,,,,,
oecomys_rutilus,Oecomys rutilus,Rodentia,Cricetidae,Oecomys,73.4,,,,,,
oecomys_speciosus,Oecomys speciosus,Rodentia,Cricetidae,Oecomys,73.4,,,,,,
oecomys_superans,Oecomys superans,Rodentia,Cricetidae,Oecomys,73.4,,,,,,
oenomys_hypoxanthus,Oenomys hypoxanthus,Rodentia,Muridae,Oenomys,89.84,,2.81,30.0,,,
oenomys_ornatus,Oenomys ornatus,Rodentia,Muridae,Oenomys,85.5,,,,,,
okapia_johnstoni,Okapia johnstoni,Artiodactyla,Giraffidae,Okapia,230001.14,442.99,0.98,181.46,4.63,1.0,396.0
olallamys_albicauda,Olallamys albicauda,Rodentia,Echimyidae,Olallamys,273.5,,,,,,
olallamys_edax,Olallamys edax,Rodentia,Echimyidae,Olallamys,206.4,,,,,,
oligoryzomys_andinus,Oligoryzomys andinus,Rodentia,Cricetidae,Oligoryzomys,25.2,,,,,,
oligoryzomys_arenalis,Oligoryzomys arenalis,Rodentia,Cricetidae,Oligoryzomys,25.2,,,,,,
oligoryzomys_chacoensis,Oligoryzomys chacoensis,Rodentia,Cricetidae,Oligoryzomys,23.0,,,,,2.0,
oligoryzomys_delticola,Oligoryzomys delticola,Rodentia,Cricetidae,Oligoryzomys,29.39,,3.3,,,2.0,
oligoryzomys_destructor,Oligoryzomys destructor,Rodentia,Cricetidae,Oligoryzomys,25.2,,,,,,
oligoryzomys_eliurus,Oligoryzomys eliurus,Rodentia,Cricetidae,Oligoryzomys,34.58,,,,,,
oligoryzomys_flavescens,Oligoryzomys flavescens,Rodentia,Cricetidae,Oligoryzomys,21.3,,4.95,,,2.0,
oligoryzomys_fulvescens,Oligoryzomys fulvescens,Rodentia,Cricetidae,Oligoryzomys,25.0,,3.64,,,,
oligoryzomys_griseolus,Oligoryzomys griseolus,Rodentia,Cricetidae,Oligoryzomys,25.2,,,,,,
oligoryzomys_longicaudatus,Oligoryzomys longicaudatus,Rodentia,Cricetidae,Oligoryzomys,27.54,,4.77,,0.000641437,2.0,
oligoryzomys_magellanicus,Oligoryzomys magellanicus,Rodentia,Cricetidae,Oligoryzomys,25.2,,,,,,
oligoryzomys_microtis,Oligoryzomys microtis,Rodentia,Cricetidae,Oligoryzomys,22.5,,,,,2.0,
oligoryzomys_nigripes,Oligoryzomys nigripes,Rodentia,Cricetidae,Oligoryzomys,20.33,,3.59,14.44,,2.0,
ondatra_zibethicus,Ondatra zibethicus,Rodentia,Cricetidae,Ondatra,991.31,27.86,6.55,27.84,0.003209364,2.0,120.0
onychogalea_fraenata,Onychogalea fraenata,Diprotodontia,Macropodidae,Onychogalea,4952.05,23.0,1.0,164.53,0.33,1.0,60.0
onychogalea_unguifera,Onychogalea unguifera,Diprotodontia,Macropodidae,Onychogalea,6494.73,,1.0,,,,
onychomys_arenicola,Onychomys arenicola,Rodentia,Cricetidae,Onychomys,30.0,,,,,,
onychomys_leucogaster,Onychomys leucogaster,Rodentia,Cricetidae,Onychomys,27.92,31.63,3.84,22.82,0.02,2.0,60.0
onychomys_torridus,Onychomys torridus,Rodentia,Cricetidae,Onychomys,21.68,28.37,3.3,19.86,0.01,3.0,55.2
oreamnos_americanus,Oreamnos americanus,Artiodactyla,Bovidae,Oreamnos,72105.4,181.24,1.4,84.86,18.17,1.0,230.04
oreonax_flavicauda,Oreonax flavicauda,Primates,Atelidae,Oreonax,8229.12,225.0,1.0,,,1.0,
oreotragus_oreotragus,Oreotragus oreotragus,Artiodactyla,Bovidae,Oreotragus,13486.55,214.0,0.98,136.87,,1.0,213.96
ornithorhynchus_anatinus,Ornithorhynchus anatinus,Monotremata,Ornithorhynchidae,Ornithorhynchus,1484.25,12.48,2.0,120.97,0.07,3.0,264.0
orthogeomys_cavator,Orthogeomys cavator,Rodentia,Geomyidae,Orthogeomys,650.0,,,,,1.0,
orthogeomys_cuniculus,Orthogeomys cuniculus,Rodentia,Geomyidae,Orthogeomys,499.99,,,,,1.0,
orthogeomys_dariensis,Orthogeomys dariensis,Rodentia,Geomyidae,Orthogeomys,437.99,,,,,1.0,
orthogeomys_grandis,Orthogeomys grandis,Rodentia,Geomyidae,Orthogeomys,499.99,,,,,1.0,
orthogeomys_heterodus,Orthogeomys heterodus,Rodentia,Geomyidae,Orthogeomys,615.0,,,,,1.0,
orthogeomys_hispidus,Orthogeomys hispidus,Rodentia,Geomyidae,Orthogeomys,499.99,,1.97,,,1.0,
orthogeomys_lanius,Orthogeomys lanius,Rodentia,Geomyidae,Orthogeomys,499.99,,,,,1.0,
orthogeomys_underwoodi,Orthogeomys underwoodi,Rodentia,Geomyidae,Orthogeomys,250.0,,,,,1.0,
orycteropus_afer,Orycteropus afer,Tubulidentata,Orycteropodidae,Orycteropus,56175.2,222.05,1.1,40.92,,3.0,288.0
oryctolagus_cuniculus,Oryctolagus cuniculus,Lagomorpha,Leporidae,Oryctolagus,1590.57,30.45,5.24,26.3,0.04,1.0,216.0
oryx_beisa,Oryx beisa,Artiodactyla,Bovidae,Oryx,200576.52,,,,,,240.0
oryx_dammah,Oryx dammah,Artiodactyla,Bovidae,Oryx,199798.95,248.0,1.0,,,1.0,245.04
oryx_gazella,Oryx gazella,Artiodactyla,Bovidae,Oryx,188404.45,273.75,1.0,,,1.0,240.0
oryzomys_albigularis,Oryzomys albigularis,Rodentia,Cricetidae,Oryzomys,60.5,,3.4,,,,
oryzomys_alfaroi,Oryzomys alfaroi,Rodentia,Cricetidae,Oryzomys,33.3,,3.59,,,,
oryzomys_angouya,Oryzomys angouya,Rodentia,Cricetidae,Oryzomys,120.17,,,,,,
oryzomys_auriventer,Oryzomys auriventer,Rodentia,Cricetidae,Oryzomys,60.5,,,,,,
oryzomys_balneator,Oryzomys balneator,Rodentia,Cricetidae,Oryzomys,60.5,,,,,,
oryzomys_bolivaris,Oryzomys bolivaris,Rodentia,Cricetidae,Oryzomys,60.5,,3.23,,,2.0,
oryzomys_chapmani,Oryzomys chapmani,Rodentia,Cricetidae,Oryzomys,49.99,,,,,,
oryzomys_couesi,Oryzomys couesi,Rodentia,Cricetidae,Oryzomys,69.29,,3.63,,,,
oryzomys_galapagoensis,Oryzomys galapagoensis,Rodentia,Cricetidae,Oryzomys,63.51,,,,,,20.0
oryzomys_gorgasi,Oryzomys gorgasi,Rodentia,Cricetidae,Oryzomys,60.5,,,,,,
oryzomys_hammondi,Oryzomys hammondi,Rodentia,Cricetidae,Oryzomys,60.5,,,,,,
oryzomys_keaysi,Oryzomys keaysi,Rodentia,Cricetidae,Oryzomys,58.29,,,,,,
oryzomys_lamia,Oryzomys lamia,Rodentia,Cricetidae,Oryzomys,60.5,,,,,,
oryzomys_laticeps,Oryzomys laticeps,Rodentia,Cricetidae,Oryzomys,49.11,,,,,,
oryzomys_legatus,Oryzomys legatus,Rodentia,Cricetidae,Oryzomys,61.5,,,,,,
oryzomys_levipes,Oryzomys levipes,Rodentia,Cricetidae,Oryzomys,60.5,,,,,,
oryzomys_macconnelli,Oryzomys macconnelli,Rodentia,Cricetidae,Oryzomys,66.49,,,,,2.0,
oryzomys_melanotis,Oryzomys melanotis,Rodentia,Cricetidae,Oryzomys,49.99,,3.88,,,,
oryzomys_nitidus,Oryzomys nitidus,Rodentia,Cricetidae,Oryzomys,55.19,,,,,2.0,
oryzomys_palustris,Oryzomys palustris,Rodentia,Cricetidae,Oryzomys,53.26,24.74,4.08,11.44,0.002784913,2.0,28.5
oryzomys_polius,Oryzomys polius,Rodentia,Cricetidae,Oryzomys,60.5,,,,,,
oryzomys_russatus,Oryzomys russatus,Rodentia,Cricetidae,Oryzomys,60.5,,,,,2.0,
oryzomys_subflavus,Oryzomys subflavus,Rodentia,Cricetidae,Oryzomys,49.91,,4.37,28.0,,1.0,
oryzomys_talamancae,Oryzomys talamancae,Rodentia,Cricetidae,Oryzomys,54.99,,,,,2.0,
oryzomys_xanthaeolus,Oryzomys xanthaeolus,Rodentia,Cricetidae,Oryzomys,79.79,,,,,,
oryzomys_yunganus,Oryzomys yunganus,Rodentia,Cricetidae,Oryzomys,60.5,,,,,,
oryzorictes_hova,Oryzorictes hova,Afrosoricida,Tenrecidae,Oryzorictes,35.74,,,,,,
oryzorictes_tetradactylus,Oryzorictes tetradactylus,Afrosoricida,Tenrecidae,Oryzorictes,35.99,,,,,,
osgoodomys_banderanus,Osgoodomys banderanus,Rodentia,Cricetidae,Osgoodomys,49.99,,1.68,,,,
otocyon_megalotis,Otocyon megalotis,Carnivora,Canidae,Otocyon,4098.12,67.54,4.0,42.46,1.13,3.0,165.6
otolemur_crassicaudatus,Otolemur crassicaudatus,Primates,Galagidae,Otolemur,1206.61,131.04,1.14,124.62,0.06,2.0,225.6
otolemur_garnettii,Otolemur garnettii,Primates,Galagidae,Otolemur,811.17,132.24,1.02,139.2,0.12,2.0,204.0
otolemur_monteiri,Otolemur monteiri,Primates,Galagidae,Otolemur,1577.16,,2.1,,,,
otomops_martiensseni,Otomops martiensseni,Chiroptera,Molossidae,Otomops,34.92,92.54,0.99,,,2.0,
otomys_angoniensis,Otomys angoniensis,Rodentia,Muridae,Otomys,100.64,,2.86,15.9,,1.0,
otomys_denti,Otomys denti,Rodentia,Muridae,Otomys,120.0,,1.59,,,,
otomys_irroratus,Otomys irroratus,Rodentia,Muridae,Otomys,114.45,40.52,1.65,12.96,0.001303714,1.0,
otomys_laminatus,Otomys laminatus,Rodentia,Muridae,Otomys,150.0,,,,,,
otomys_maximus,Otomys maximus,Rodentia,Muridae,Otomys,192.0,,3.7,,,,
otonycteris_hemprichii,Otonycteris hemprichii,Chiroptera,Vespertilionidae,Otonycteris,21.98,,1.38,,,3.0,
otonyctomys_hatti,Otonyctomys hatti,Rodentia,Cricetidae,Otonyctomys,36.2,,,,,,
otopteropus_cartilagonodus,Otopteropus cartilagonodus,Chiroptera,Pteropodidae,Otopteropus,16.92,,0.99,,,,
ototylomys_phyllotis,Ototylomys phyllotis,Rodentia,Cricetidae,Ototylomys,86.94,52.74,2.2,67.72,,1.0,
ourebia_ourebi,Ourebia ourebi,Artiodactyla,Bovidae,Ourebia,17186.09,210.5,0.98,136.87,,1.0,189.96
ovibos_moschatus,Ovibos moschatus,Artiodactyla,Bovidae,Ovibos,312500.0,256.26,1.01,254.48,,1.0,288.0
ovis_ammon,Ovis ammon,Artiodactyla,Bovidae,Ovis,113998.72,165.0,1.22,76.61,4.59,1.0,180.96
ovis_canadensis,Ovis canadensis,Artiodactyla,Bovidae,Ovis,74644.87,177.49,1.16,130.8,18.94,1.0,288.0
ovis_dalli,Ovis dalli,Artiodactyla,Bovidae,Ovis,70194.13,172.49,1.22,121.66,10.15,1.0,192.0
ovis_nivicola,Ovis nivicola,Artiodactyla,Bovidae,Ovis,90000.0,,1.0,,,,
oxymycterus_akodontius,Oxymycterus akodontius,Rodentia,Cricetidae,Oxymycterus,67.99,,,,,,
oxymycterus_angularis,Oxymycterus angularis,Rodentia,Cricetidae,Oxymycterus,67.99,,,,,3.0,
oxymycterus_delator,Oxymycterus delator,Rodentia,Cricetidae,Oxymycterus,81.49,,,,,,
oxymycterus_hiska,Oxymycterus hiska,Rodentia,Cricetidae,Oxymycterus,67.99,,,,,3.0,
oxymycterus_hispidus,Oxymycterus hispidus,Rodentia,Cricetidae,Oxymycterus,36.75,,,,,3.0,
oxymycterus_hucucha,Oxymycterus hucucha,Rodentia,Cricetidae,Oxymycterus,67.99,,,,,3.0,
oxymycterus_inca,Oxymycterus inca,Rodentia,Cricetidae,Oxymycterus,34.99,,,,,3.0,
oxymycterus_nasutus,Oxymycterus nasutus,Rodentia,Cricetidae,Oxymycterus,67.99,,,,,3.0,
oxymycterus_paramensis,Oxymycterus paramensis,Rodentia,Cricetidae,Oxymycterus,41.99,,,,,3.0,
oxymycterus_roberti,Oxymycterus roberti,Rodentia,Cricetidae,Oxymycterus,83.71,,,,,3.0,
ozotoceros_bezoarticus,Ozotoceros bezoarticus,Artiodactyla,Cervidae,Ozotoceros,34620.4,220.38,1.0,362.93,6.16,1.0,
pachyuromys_duprasi,Pachyuromys duprasi,Rodentia,Muridae,Pachyuromys,47.5,20.4,3.49,33.62,,,52.8
paguma_larvata,Paguma larvata,Carnivora,Viverridae,Paguma,4300.0,,2.16,109.13,2.88,2.0,216.0
pan_paniscus,Pan paniscus,Primates,Hominidae,Pan,35119.95,235.24,1.01,1081.31,27.93,2.0,576.0
pan_troglodytes,Pan troglodytes,Primates,Hominidae,Pan,45000.0,231.49,1.05,1260.81,10.85,2.0,720.0
panthera_leo,Panthera leo,Carnivora,Felidae,Panthera,158623.93,108.74,2.75,197.86,55.19,3.0,360.0
panthera_onca,Panthera onca,Carnivora,Felidae,Panthera,83943.09,102.49,1.96,156.6,52.55,3.0,276.0
panthera_pardus,Panthera pardus,Carnivora,Felidae,Panthera,52399.99,96.74,2.14,123.54,18.78,3.0,276.0
panthera_tigris,Panthera tigris,Carnivora,Felidae,Panthera,161914.66,105.19,2.6,118.55,64.89,3.0,315.6
pantholops_hodgsonii,Pantholops hodgsonii,Artiodactyla,Bovidae,Pantholops,32733.12,212.91,1.0,,,,
papio_anubis,Papio anubis,Primates,Cercopithecidae,Papio,17728.56,178.96,1.01,596.6,4.83,,302.4
papio_cynocephalus,Papio cynocephalus,Primates,Cercopithecidae,Papio,15822.15,172.99,1.01,450.42,14.95,1.0,540.0
papio_hamadryas,Papio hamadryas,Primates,Cercopithecidae,Papio,14007.08,180.0,1.01,363.96,17.37,1.0,450.0
papio_papio,Papio papio,Primates,Cercopithecidae,Papio,18026.05,184.42,1.01,,,,480.0
papio_ursinus,Papio ursinus,Primates,Cercopithecidae,Papio,17729.44,185.92,1.01,877.09,9.12,1.0,540.0
pappogeomys_alcorni,Pappogeomys alcorni,Rodentia,Geomyidae,Pappogeomys,150.0,,,,,1.0,
pappogeomys_bulleri,Pappogeomys bulleri,Rodentia,Geomyidae,Pappogeomys,150.0,,0.97,,,1.0,
paracrocidura_schoutedeni,Paracrocidura schoutedeni,Soricomorpha,Soricidae,Paracrocidura,12.18,,,,,,
paracynictis_selousi,Paracynictis selousi,Carnivora,Herpestidae,Paracynictis,1669.72,,2.0,,,3.0,
paradoxurus_hermaphroditus,Paradoxurus hermaphroditus,Carnivora,Viverridae,Paradoxurus,3200.0,61.27,3.29,,4.15,2.0,269.0
paradoxurus_jerdoni,Paradoxurus jerdoni,Carnivora,Viverridae,Paradoxurus,3530.33,,3.0,,,2.0,144.0
paradoxurus_zeylonensis,Paradoxurus zeylonensis,Carnivora,Viverridae,Paradoxurus,2821.3,,2.5,,,2.0,
paraechinus_aethiopicus,Paraechinus aethiopicus,Erinaceomorpha,Erinaceidae,Paraechinus,352.4,36.7,3.49,67.27,,3.0,54.0
paraechinus_hypomelas,Paraechinus hypomelas,Erinaceomorpha,Erinaceidae,Paraechinus,213.0,,3.74,,,2.0,
paraechinus_micropus,Paraechinus micropus,Erinaceomorpha,Erinaceidae,Paraechinus,171.0,37.0,4.0,45.05,,3.0,
parahydromys_asper,Parahydromys asper,Rodentia,Muridae,Parahydromys,526.66,,,,,2.0,
paraleptomys_rufilatus,Paraleptomys rufilatus,Rodentia,Muridae,Paraleptomys,54.99,,,,,,
paraleptomys_wilhelmina,Paraleptomys wilhelmina,Rodentia,Muridae,Paraleptomys,33.68,,,,,,
paralomys_gerbillus,Paralomys gerbillus,Rodentia,Cricetidae,Paralomys,17.4,,,,,,
paramelomys_levipes,Paramelomys levipes,Rodentia,Muridae,Paramelomys,82.81,,1.52,20.0,,1.0,
paramelomys_mollis,Paramelomys mollis,Rodentia,Muridae,Paramelomys,90.05,,1.69,20.0,,1.0,
paramelomys_moncktoni,Paramelomys moncktoni,Rodentia,Muridae,Paramelomys,80.56,,2.15,20.0,,1.0,
paramelomys_platyops,Paramelomys platyops,Rodentia,Muridae,Paramelomys,85.6,,1.94,20.0,,1.0,
paramelomys_rubex,Paramelomys rubex,Rodentia,Muridae,Paramelomys,47.16,,2.0,20.0,0.007363214,1.0,
paramurexia_rothschildi,Paramurexia rothschildi,Dasyuromorphia,Dasyuridae,Paramurexia,53.77,,3.39,,,3.0,
parantechinus_apicalis,Parantechinus apicalis,Dasyuromorphia,Dasyuridae,Parantechinus,71.31,48.5,7.5,112.7,,2.0,36.0
paranyctimene_raptor,Paranyctimene raptor,Chiroptera,Pteropodidae,Paranyctimene,24.94,,0.98,,,1.0,
parascalops_breweri,Parascalops breweri,Soricomorpha,Talpidae,Parascalops,51.11,35.46,4.49,30.24,4.15528e-05,2.0,60.0
paraxerus_alexandri,Paraxerus alexandri,Rodentia,Sciuridae,Paraxerus,50.73,,0.97,,,,
paraxerus_boehmi,Paraxerus boehmi,Rodentia,Sciuridae,Paraxerus,70.24,,1.06,,,,
paraxerus_cepapi,Paraxerus cepapi,Rodentia,Sciuridae,Paraxerus,222.85,56.87,2.02,38.39,0.004512132,2.0,
paraxerus_cooperi,Paraxerus cooperi,Rodentia,Sciuridae,Paraxerus,250.0,,,,,,
paraxerus_flavovittis,Paraxerus flavovittis,Rodentia,Sciuridae,Paraxerus,160.0,,1.22,,,,
paraxerus_lucifer,Paraxerus lucifer,Rodentia,Sciuridae,Paraxerus,692.45,,,,,,
paraxerus_ochraceus,Paraxerus ochraceus,Rodentia,Sciuridae,Paraxerus,104.3,,2.2,24.36,,,
paraxerus_palliatus,Paraxerus palliatus,Rodentia,Sciuridae,Paraxerus,365.37,62.01,1.6,52.5,0.02,2.0,
paraxerus_poensis,Paraxerus poensis,Rodentia,Sciuridae,Paraxerus,100.0,55.13,1.5,,,1.0,
paraxerus_vexillarius,Paraxerus vexillarius,Rodentia,Sciuridae,Paraxerus,675.0,,,,,,
pardofelis_marmorata,Pardofelis marmorata,Carnivora,Felidae,Pardofelis,2826.68,,2.0,,,3.0,
parotomys_brantsii,Parotomys brantsii,Rodentia,Muridae,Parotomys,129.5,37.56,2.04,,,,
parotomys_littledalei,Parotomys littledalei,Rodentia,Muridae,Parotomys,126.99,,2.91,,,,
paruromys_dominator,Paruromys dominator,Rodentia,Muridae,Paruromys,325.31,,,,,,
pecari_tajacu,Pecari tajacu,Artiodactyla,Tayassuidae,Pecari,21133.69,144.88,1.56,47.25,1.37,1.0,296.4
pectinator_spekei,Pectinator spekei,Rodentia,Ctenodactylidae,Pectinator,169.7,,1.17,,,1.0,120.0
pedetes_capensis,Pedetes capensis,Rodentia,Pedetidae,Pedetes,2549.25,78.02,0.98,45.61,,1.0,174.0
pelea_capreolus,Pelea capreolus,Artiodactyla,Bovidae,Pelea,22731.33,260.99,1.0,,,1.0,147.96
pelomys_fallax,Pelomys fallax,Rodentia,Muridae,Pelomys,120.46,,4.0,,,,
pelomys_isseli,Pelomys isseli,Rodentia,Muridae,Pelomys,59.99,,,,,,
pelomys_minor,Pelomys minor,Rodentia,Muridae,Pelomys,49.99,,2.5,,,,
penthetor_lucasi,Penthetor lucasi,Chiroptera,Pteropodidae,Penthetor,35.39,,1.0,,,1.0,
perameles_bougainville,Perameles bougainville,Peramelemorphia,Peramelidae,Perameles,230.8,12.0,2.0,,0.07,2.0,
perameles_gunnii,Perameles gunnii,Peramelemorphia,Peramelidae,Perameles,903.46,12.5,2.31,59.99,0.02,2.0,66.0
perameles_nasuta,Perameles nasuta,Peramelemorphia,Peramelidae,Perameles,720.26,12.24,2.43,66.99,,2.0,
perodicticus_potto,Perodicticus potto,Primates,Lorisidae,Perodicticus,1081.81,193.0,1.09,149.15,0.11,2.0,312.0
perognathus_alticolus,Perognathus alticolus,Rodentia,Heteromyidae,Perognathus,23.99,,,,,,
perognathus_amplus,Perognathus amplus,Rodentia,Heteromyidae,Perognathus,11.97,,,,,,
perognathus_fasciatus,Perognathus fasciatus,Rodentia,Heteromyidae,Perognathus,11.29,29.8,5.48,,,1.0,
perognathus_flavescens,Perognathus flavescens,Rodentia,Heteromyidae,Perognathus,9.21,,4.37,,0.000329061,1.0,
perognathus_flavus,Perognathus flavus,Rodentia,Heteromyidae,Perognathus,7.97,26.0,3.94,29.83,0.001896819,2.0,60.0
perognathus_inornatus,Perognathus inornatus,Rodentia,Heteromyidae,Perognathus,10.16,,4.0,,0.000176546,2.0,
perognathus_longimembris,Perognathus longimembris,Rodentia,Heteromyidae,Perognathus,8.07,22.74,4.45,18.67,0.002322898,1.0,99.6
perognathus_merriami,Perognathus merriami,Rodentia,Heteromyidae,Perognathus,6.94,,4.18,,0.008251478,2.0,30.0
perognathus_parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,21.56,23.5,4.86,21.0,0.001580096,2.0,48.0
peromyscus_attwateri,Peromyscus attwateri,Rodentia,Cricetidae,Peromyscus,27.9,,3.53,,0.00180695,2.0,18.0
peromyscus_boylii,Peromyscus boylii,Rodentia,Cricetidae,Peromyscus,23.9,23.3,3.18,,0.002848598,,18.0
peromyscus_bullatus,Peromyscus bullatus,Rodentia,Cricetidae,Peromyscus,40.0,,,,,,
peromyscus_californicus,Peromyscus californicus,Rodentia,Cricetidae,Peromyscus,42.68,32.95,1.94,29.83,0.001126808,2.0,
peromyscus_crinitus,Peromyscus crinitus,Rodentia,Cricetidae,Peromyscus,16.32,25.33,3.08,23.91,0.003136673,2.0,
peromyscus_dickeyi,Peromyscus dickeyi,Rodentia,Cricetidae,Peromyscus,28.6,,,,,,
peromyscus_difficilis,Peromyscus difficilis,Rodentia,Cricetidae,Peromyscus,27.95,,3.88,25.9,,,
peromyscus_eva,Peromyscus eva,Rodentia,Cricetidae,Peromyscus,21.99,,,,,,
peromyscus_furvus,Peromyscus furvus,Rodentia,Cricetidae,Peromyscus,32.99,,1.94,,,,
peromyscus_gossypinus,Peromyscus gossypinus,Rodentia,Cricetidae,Peromyscus,27.68,23.0,3.7,22.33,0.00396074,3.0,15.5
peromyscus_grandis,Peromyscus grandis,Rodentia,Cricetidae,Peromyscus,71.0,,2.43,,,,
peromyscus_gratus,Peromyscus gratus,Rodentia,Cricetidae,Peromyscus,27.35,,,,,,
peromyscus_guatemalensis,Peromyscus guatemalensis,Rodentia,Cricetidae,Peromyscus,40.0,,1.94,,,,
peromyscus_gymnotis,Peromyscus gymnotis,Rodentia,Cricetidae,Peromyscus,40.0,,,,,,
peromyscus_hooperi,Peromyscus hooperi,Rodentia,Cricetidae,Peromyscus,35.99,33.5,3.09,22.67,,,
peromyscus_keeni,Peromyscus keeni,Rodentia,Cricetidae,Peromyscus,28.25,,5.99,,0.003267089,,
peromyscus_leucopus,Peromyscus leucopus,Rodentia,Cricetidae,Peromyscus,18.07,23.17,4.27,21.49,0.000886749,2.0,38.0
peromyscus_maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,19.98,26.68,4.76,22.49,0.002028926,2.0,
peromyscus_megalops,Peromyscus megalops,Rodentia,Cricetidae,Peromyscus,66.2,,2.0,21.99,,,
peromyscus_mekisturus,Peromyscus mekisturus,Rodentia,Cricetidae,Peromyscus,59.99,,,,,,
peromyscus_melanocarpus,Peromyscus melanocarpus,Rodentia,Cricetidae,Peromyscus,58.9,30.39,2.23,25.8,,,
peromyscus_melanophrys,Peromyscus melanophrys,Rodentia,Cricetidae,Peromyscus,40.0,24.7,2.91,26.0,,,
peromyscus_melanotis,Peromyscus melanotis,Rodentia,Cricetidae,Peromyscus,39.59,25.01,3.69,,0.000513365,,
peromyscus_melanurus,Peromyscus melanurus,Rodentia,Cricetidae,Peromyscus,40.0,,2.75,,,,
peromyscus_merriami,Peromyscus merriami,Rodentia,Cricetidae,Peromyscus,40.0,,3.4,,,,
peromyscus_mexicanus,Peromyscus mexicanus,Rodentia,Cricetidae,Peromyscus,42.58,30.19,2.56,31.22,,1.0,
peromyscus_ochraventer,Peromyscus ochraventer,Rodentia,Cricetidae,Peromyscus,40.0,,4.86,,,,
peromyscus_pectoralis,Peromyscus pectoralis,Rodentia,Cricetidae,Peromyscus,38.99,23.0,3.88,,0.002436912,1.0,
peromyscus_perfulvus,Peromyscus perfulvus,Rodentia,Cricetidae,Peromyscus,40.0,43.24,2.79,24.85,,,
peromyscus_polionotus,Peromyscus polionotus,Rodentia,Cricetidae,Peromyscus,14.27,23.8,3.59,24.24,0.003254633,,
peromyscus_polius,Peromyscus polius,Rodentia,Cricetidae,Peromyscus,40.0,,,,,,
peromyscus_sejugis,Peromyscus sejugis,Rodentia,Cricetidae,Peromyscus,21.5,,,,,,
peromyscus_simulus,Peromyscus simulus,Rodentia,Cricetidae,Peromyscus,40.0,,,,,,
peromyscus_spicilegus,Peromyscus spicilegus,Rodentia,Cricetidae,Peromyscus,35.99,,,,,,
peromyscus_stirtoni,Peromyscus stirtoni,Rodentia,Cricetidae,Peromyscus,29.19,,2.38,,,,
peromyscus_truei,Peromyscus truei,Rodentia,Cricetidae,Peromyscus,27.0,32.37,3.49,32.28,0.009130385,2.0,
peromyscus_winkelmanni,Peromyscus winkelmanni,Rodentia,Cricetidae,Peromyscus,40.0,,,,,,
peromyscus_yucatanicus,Peromyscus yucatanicus,Rodentia,Cricetidae,Peromyscus,27.13,30.8,3.0,,,,
peromyscus_zarhynchus,Peromyscus zarhynchus,Rodentia,Cricetidae,Peromyscus,40.0,,1.94,,,,
peropteryx_kappleri,Peropteryx kappleri,Chiroptera,Emballonuridae,Peropteryx,9.85,137.96,1.0,79.82,,3.0,
peropteryx_macrotis,Peropteryx macrotis,Chiroptera,Emballonuridae,Peropteryx,5.68,129.27,0.99,,,3.0,
peropteryx_trinitatis,Peropteryx trinitatis,Chiroptera,Emballonuridae,Peropteryx,4.19,,,,,,
peroryctes_broadbenti,Peroryctes broadbenti,Peramelemorphia,Peramelidae,Peroryctes,4800.0,12.0,1.76,,,2.0,
peroryctes_raffrayana,Peroryctes raffrayana,Peramelemorphia,Peramelidae,Peroryctes,905.63,,1.27,,,1.0,39.6
petaurillus_kinlochii,Petaurillus kinlochii,Rodentia,Sciuridae,Petaurillus,30.93,,,,,,
